2048	3000	5463.77	-0.3252	0.09023	0
     0	         0
     1	         0
     2	         0
     3	         0
     4	         0
     5	         0
     6	         1
     7	         0
     8	         0
     9	         0
    10	         0
    11	         0
    12	         0
    13	         0
    14	         0
    15	         0
    16	         0
    17	         0
    18	         0
    19	         0
    20	         1
    21	         2
    22	      1114
    23	     35078
    24	     99358
    25	    106812
    26	    105740
    27	    103845
    28	    101895
    29	    101231
    30	    100454
    31	     98986
    32	     98792
    33	     98035
    34	     96505
    35	     95665
    36	     94631
    37	     93520
    38	     92856
    39	     91686
    40	     90713
    41	     89846
    42	     88887
    43	     88284
    44	     87075
    45	     86638
    46	     85547
    47	     84955
    48	     84284
    49	     84052
    50	     83295
    51	     82044
    52	     81964
    53	     81554
    54	     80702
    55	     79516
    56	     78930
    57	     78458
    58	     78597
    59	     77642
    60	     76830
    61	     76277
    62	     75307
    63	     74608
    64	     74373
    65	     73782
    66	     73188
    67	     72862
    68	     72375
    69	     71459
    70	     71311
    71	     71212
    72	     70380
    73	     69872
    74	     68943
    75	     69081
    76	     68358
    77	     67094
    78	     67058
    79	     65952
    80	     65571
    81	     65258
    82	     64284
    83	     63294
    84	     62396
    85	     61470
    86	     61017
    87	     60147
    88	     59781
    89	     59920
    90	     59841
    91	     60067
    92	     59628
    93	     58673
    94	     59533
    95	     59006
    96	     57943
    97	     57257
    98	     56088
    99	     55525
   100	     54926
   101	     55266
   102	     54940
   103	     54068
   104	     53991
   105	     53979
   106	     53495
   107	     54324
   108	     54926
   109	     55242
   110	     54491
   111	     54121
   112	     53275
   113	     52022
   114	     51640
   115	     51261
   116	     50579
   117	     50317
   118	     50086
   119	     50120
   120	     49974
   121	     49682
   122	     50048
   123	     49909
   124	     50314
   125	     50594
   126	     51270
   127	     51329
   128	     50984
   129	     50329
   130	     49638
   131	     50115
   132	     49326
   133	     50049
   134	     50277
   135	     50459
   136	     51824
   137	     52087
   138	     51751
   139	     50851
   140	     48926
   141	     47852
   142	     46961
   143	     46729
   144	     45979
   145	     46576
   146	     46568
   147	     46032
   148	     45719
   149	     45531
   150	     45290
   151	     45476
   152	     44613
   153	     44796
   154	     44737
   155	     45001
   156	     44574
   157	     44778
   158	     44384
   159	     44053
   160	     43882
   161	     43553
   162	     43043
   163	     42923
   164	     43275
   165	     42782
   166	     43167
   167	     43589
   168	     43983
   169	     44098
   170	     43107
   171	     42501
   172	     42268
   173	     42026
   174	     41911
   175	     41308
   176	     41220
   177	     41458
   178	     41192
   179	     40663
   180	     41081
   181	     40717
   182	     40469
   183	     40481
   184	     40116
   185	     40289
   186	     39693
   187	     39701
   188	     39732
   189	     39415
   190	     39390
   191	     39290
   192	     39478
   193	     39431
   194	     39287
   195	     39388
   196	     38720
   197	     38957
   198	     38825
   199	     38801
   200	     38642
   201	     38752
   202	     38571
   203	     38584
   204	     38419
   205	     38284
   206	     38071
   207	     37886
   208	     37897
   209	     37646
   210	     37938
   211	     37617
   212	     37652
   213	     37687
   214	     37526
   215	     37670
   216	     37510
   217	     37624
   218	     37442
   219	     37845
   220	     37501
   221	     38104
   222	     37645
   223	     37640
   224	     37689
   225	     37930
   226	     38173
   227	     38694
   228	     38717
   229	     39065
   230	     39442
   231	     39924
   232	     40484
   233	     40774
   234	     40622
   235	     41401
   236	     41393
   237	     41147
   238	     41984
   239	     42273
   240	     42340
   241	     43124
   242	     44963
   243	     49712
   244	     58766
   245	     70752
   246	     81269
   247	     82278
   248	     74713
   249	     59294
   250	     47140
   251	     40393
   252	     37886
   253	     37431
   254	     37170
   255	     37119
   256	     37592
   257	     37168
   258	     37261
   259	     37258
   260	     37400
   261	     37564
   262	     37537
   263	     37787
   264	     37872
   265	     37742
   266	     38007
   267	     38355
   268	     38842
   269	     38495
   270	     38933
   271	     38732
   272	     38744
   273	     38893
   274	     40370
   275	     43692
   276	     49886
   277	     56770
   278	     59682
   279	     55879
   280	     49303
   281	     44043
   282	     42072
   283	     41915
   284	     41668
   285	     40251
   286	     38893
   287	     37674
   288	     37875
   289	     37035
   290	     36836
   291	     37160
   292	     37025
   293	     37550
   294	     37563
   295	     37643
   296	     37588
   297	     37612
   298	     37495
   299	     37828
   300	     38087
   301	     37835
   302	     38172
   303	     38162
   304	     38266
